p,0,北京,2.5,1,2007,0
p,1,天津,1,0,2007,0
p,2,石家庄,0,0,3000,0
p,3,太原,0,0,3000,0
p,4,呼和浩特,0,0,3000,0
p,5,沈阳,0,0,3000,0
p,6,长春,1.5,1,2007,0
p,7,哈尔滨,0.5,1,2007,0
p,8,上海,2,1,2007,0
p,9,南京,1,1,2007,0
p,10,杭州,1,1,2007,0
p,11,合肥,0,0,3000,0
p,12,福州,0.5,1,2015,0
p,13,南昌,0,0,3000,0
p,14,济南,1,0,2013,0
p,15,郑州,0,0,3000,0
p,16,长沙,0.5,1,2012,0
p,17,武汉,1,1,2007,0
p,18,广州,1.5,1,2007,0
p,19,南宁,0.5,1,2014,0
p,20,海口,0,0,3000,0
p,21,重庆,0,0,3000,0
p,22,成都,0,0,3000,0
p,23,贵阳,0,0,3000,0
p,24,昆明,0,0,3000,0
p,25,拉萨,1,1,2013,0
p,26,西安,0.5,1,2011,0
p,27,兰州,0,0,3000,0
p,28,西宁,0,0,3000,0
p,29,银川,0,0,3000,0
p,30,乌鲁木齐,0,0,3000,0
p,31,安阳,0.5,1,2011,1
p,32,常熟,1,0,2013,1
p,33,常州,0.5,1,2010,1
p,34,承德,1,0,2007,1
p,35,大理,0.5,1,2011,1
p,36,大连,0.5,1,2007,1
p,37,大同,0.5,1,2007,1
p,38,登封,1,0,2007,1
p,39,敦煌,1,0,2015,1
p,40,佛山,1,0,2013,1
p,41,广安,0.5,1,2013,1
p,42,桂林,1.5,1,2007,1
p,43,淮安,0.5,1,2014,1
p,44,黄山,0.5,1,2014,1
p,45,嘉兴,0.5,1,2011,1
p,46,嘉峪关,0.5,1,2007,1
p,47,井冈山,1,0,2007,1
p,48,景德镇,0.5,1,2013,1
p,49,喀什,0.5,1,2015,1
p,50,开封,0.5,1,2011,1
p,51,阆中,0.5,1,2013,1
p,52,乐山,0.5,1,2011,1
p,53,丽江,0.5,1,2011,1
p,54,溧阳,1,0,2013,1
p,55,洛阳,0.5,1,2007,1
p,56,南通,0.5,1,2012,1
p,57,蓬莱,0.5,1,2007,1
p,58,平凉,1,0,2007,1
p,59,平遥,0.5,1,2015,1
p,60,秦皇岛,1,0,2007,1
p,61,青岛,0.5,1,3000,1
p,62,曲阜,0.5,1,2011,1
p,63,泉州,1,0,2012,1
p,64,瑞金,0.5,1,2015,1
p,65,厦门,0.5,1,2007,1
p,66,绍兴,0.5,1,2012,1
p,67,深圳,1,1,2007,1
p,68,苏州,2,1,2007,1
p,69,泰安,1,0,2007,1
p,70,威海,0.5,1,2011,1
p,71,无锡,1,1,2007,1
p,72,武夷山,1,0,2007,1
p,73,扬州,0.5,1,2010,1
p,74,鹰潭,1,0,2012,1
p,75,岳阳,0.5,1,2011,1
p,76,镇江,1,0,2012,1
p,77,舟山,1,0,2007,1
p,78,酉阳桃花源旅游景区,1,0,2012,1
p,79,武隆喀斯特旅游区（天生三硚、仙女山、芙蓉洞）,2,0,2011,1
p,80,巫山小三峡－小小三峡旅游区,0.5,1,2007,1
p,81,吐鲁番葡萄沟风景区,0.5,1,2007,1
p,82,湘潭韶山旅游区,0.5,1,2011,1
p,83,焦作(云台山－神农山－青天河)风景区,2,0,2007,1
p,84,十堰丹江口市武当山风景区,1,0,2011,1
p,85,南川金佛山－神龙峡风景区,1,0,2013,1
p,86,万盛黑山谷-龙鳞石海风景区,1,0,2012,1
p,87,大足石刻景区,0.5,1,2007,1
p,88,镇江句容茅山景区,1,0,2014,1
p,89,长沙市宁乡县花明楼景区,0.5,1,2013,1
p,90,长白山景区,1,0,2007,1
p,91,张家界武陵源－天门山旅游区,2,0,2007,1
p,92,喀什地区泽普县金胡杨景区,1,0,2013,1
p,93,枣庄台儿庄古城景区,0.5,1,2013,1
p,94,石嘴山平罗县沙湖旅游景区,1,0,2007,1
p,95,银川市灵武水洞沟旅游区,0.5,1,2015,1
p,96,银川镇北堡西部影视城,0.5,1,2011,1
p,97,中卫沙坡头旅游景区,0.5,1,2007,1
p,98,宜昌长阳县清江画廊景区,0.5,1,2013,1
p,99,宜昌秭归县屈原故里文化旅游区,0.5,1,2014,1
p,100,宜昌三峡大坝旅游区,0.5,1,2007,1
p,101,宜昌三峡人家风景区,1,0,2011,1
p,102,伊春市汤旺河林海奇石景区,0.5,1,2013,1
p,103,烟台龙口南山景区,0.5,1,2011,1
p,104,保定安新白洋淀景区(文化苑-大观园-鸳鸯岛-元妃荷园-嘎子印象-渔人乐园),1,0,2007,1
p,105,迪庆藏族自治州香格里拉普达措国家公园,1,0,2012,1
p,106,西宁市湟中县塔尔寺景区,0.5,1,2012,1
p,107,青海湖风景区,1,0,2011,1
p,108,西安秦始皇兵马俑博物馆,0.5,1,2007,1
p,109,西安华清池景区,0.5,1,2007,1
p,110,延安黄陵县黄帝陵景区,0.5,1,2007,1
p,111,宝鸡扶风县法门寺佛文化景区,0.5,1,2014,1
p,112,渭南华阴市华山风景区,1,0,2011,1
p,113,武汉市黄陂木兰文化生态旅游区,0.5,1,2014,1
p,114,忻州五台山风景名胜区,1,0,2007,1
p,115,大兴安岭地区漠河北极村旅游景区,1,0,2015,1
p,116,无锡灵山大佛景区,0.5,1,2009,1
p,117,巴音郭楞蒙古自治州博湖县博斯腾湖景区,1,0,2014,1
p,118,乌鲁木齐天山大峡谷,1,0,2013,1
p,119,阿坝藏族羌族自治州汶川特别旅游区（震中映秀－水磨古镇－三江生态旅游区）,1,0,2013,1
p,120,山东沂蒙山旅游区（沂山景区－龟蒙景区－云蒙景区）,1,0,2013,1
p,121,天水麦积山景区,0.5,1,2011,1
p,122,泰州姜堰区溱湖国家湿地公园,0.5,1,2012,1
p,123,晋中市乔家大院文化园区,0.5,1,2014,1
p,124,苏州昆山周庄古镇景区,0.5,1,2007,1
p,125,苏州吴江同里古镇景区,0.5,1,2010,1
p,126,石家庄平山县西柏坡景区,1,0,2011,1
p,127,伊犁地区新源县那拉提旅游风景区,1,0,2011,1
p,128,神农架生态旅游区,2,0,2012,1
p,129,沈阳植物园,0.5,1,2007,1
p,130,本溪市本溪水洞景区,1,0,2015,1
p,131,韶关仁化丹霞山景区,0.5,1,2012,1
p,132,陵水县分界洲岛旅游区,0.5,1,2013,1
p,133,三亚南山大小洞天旅游区,0.5,1,2007,1
p,134,三亚南山文化旅游区,0.5,1,2007,1
p,135,保亭县呀诺达雨林文化旅游区,0.5,1,2012,1
p,136,保亭县海南槟榔谷黎苗文化旅游区,0.5,1,2015,1
p,137,衢州市开化根宫佛国文化旅游区,0.5,1,2013,1
p,138,清远连州地下河旅游景区,0.5,1,2011,1
p,139,安庆潜山县天柱山风景区,1,0,2011,1
p,140,平顶山鲁山县尧山－中原大佛景区,1,0,2011,1
p,141,宁德屏南（白水洋·鸳鸯溪）旅游景区,1,0,2012,1
p,142,宁德市福鼎太姥山旅游区,1,0,2013,1
p,143,宁波奉化溪口－滕头旅游景区,0.5,1,2010,1
p,144,南阳西峡伏牛山老界岭·恐龙遗址园旅游区,1,0,2014,1
p,145,三明泰宁风景旅游区,1,0,2011,1
p,146,绵阳北川羌城旅游区（中国羌城－老县城地震遗址－“5·12”特大地震纪念馆－北川羌族民俗博物馆－北川新县城－吉娜羌寨）,1,0,2013,1
p,147,梅州市梅县区雁南飞茶田景区,0.5,1,2011,1
p,148,洛阳新安县龙潭大峡谷景区,1,0,2013,1
